tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori,pm25
2020-03-30,DKI1 (Bunderan HI),47.0,6.0,9.0,68.0,12.0,68,O3,SEDANG,
2020-03-31,DKI1 (Bunderan HI),51.0,11.0,9.0,84.0,10.0,84,O3,SEDANG,
2020-04-01,DKI1 (Bunderan HI),38.0,6.0,12.0,67.0,10.0,67.0,O3,SEDANG,
2020-04-02,DKI1 (Bunderan HI),32.0,4.0,6.0,33.0,7.0,33.0,O3,BAIK,
2020-04-03,DKI1 (Bunderan HI),30.0,5.0,4.0,33.0,5.0,33.0,O3,BAIK,
2020-04-04,DKI1 (Bunderan HI),42.0,6.0,8.0,47.0,7.0,47.0,O3,BAIK,
2020-04-05,DKI1 (Bunderan HI),50.0,4.0,6.0,63.0,8.0,63.0,O3,SEDANG,
2020-04-06,DKI1 (Bunderan HI),45.0,4.0,8.0,37.0,9.0,45.0,PM10,BAIK,
2020-04-07,DKI1 (Bunderan HI),26.0,3.0,11.0,35.0,9.0,35.0,O3,BAIK,
2020-04-08,DKI1 (Bunderan HI),26.0,5.0,5.0,31.0,7.0,31.0,O3,BAIK,
2020-04-09,DKI1 (Bunderan HI),36.0,3.0,5.0,27.0,10.0,36.0,PM10,BAIK,
2020-04-10,DKI1 (Bunderan HI),50.0,2.0,7.0,71.0,10.0,71.0,O3,SEDANG,
2020-04-11,DKI1 (Bunderan HI),48.0,2.0,6.0,88.0,6.0,88.0,O3,SEDANG,
2020-04-12,DKI1 (Bunderan HI),65.0,3.0,14.0,86.0,13.0,86.0,O3,SEDANG,
2020-04-13,DKI1 (Bunderan HI),40.0,2.0,8.0,46.0,9.0,46.0,O3,BAIK,
2020-04-14,DKI1 (Bunderan HI),48.0,4.0,8.0,51.0,10.0,51.0,O3,SEDANG,
2020-04-15,DKI1 (Bunderan HI),40.0,2.0,8.0,46.0,11.0,46.0,O3,BAIK,
2020-04-16,DKI1 (Bunderan HI),34.0,3.0,7.0,41.0,9.0,41.0,O3,BAIK,
2020-04-17,DKI1 (Bunderan HI),43.0,2.0,8.0,54.0,9.0,54.0,O3,SEDANG,
2020-04-18,DKI1 (Bunderan HI),43.0,4.0,5.0,72.0,7.0,72.0,O3,SEDANG,
2020-04-19,DKI1 (Bunderan HI),59.0,5.0,7.0,87.0,9.0,87.0,O3,SEDANG,
2020-04-20,DKI1 (Bunderan HI),60.0,3.0,,73.0,7.0,73.0,O3,SEDANG,
2020-04-21,DKI1 (Bunderan HI),46.0,4.0,,35.0,10.0,46.0,PM10,BAIK,
2020-04-22,DKI1 (Bunderan HI),74.0,14.0,6.0,47.0,11.0,74.0,PM10,SEDANG,
2020-04-23,DKI1 (Bunderan HI),45.0,5.0,5.0,43.0,7.0,45.0,PM10,BAIK,
2020-04-24,DKI1 (Bunderan HI),43.0,4.0,3.0,27.0,8.0,43.0,PM10,BAIK,
2020-04-25,DKI1 (Bunderan HI),46.0,3.0,7.0,45.0,8.0,46.0,PM10,BAIK,
2020-04-26,DKI1 (Bunderan HI),57.0,3.0,5.0,45.0,8.0,57.0,PM10,SEDANG,
2020-04-27,DKI1 (Bunderan HI),36.0,1.0,4.0,71.0,8.0,71.0,O3,SEDANG,
2020-04-28,DKI1 (Bunderan HI),49.0,2.0,7.0,45.0,13.0,49.0,PM10,BAIK,
2020-04-29,DKI1 (Bunderan HI),53.0,4.0,6.0,52.0,11.0,53.0,PM10,SEDANG,
2020-04-30,DKI1 (Bunderan HI),61.0,5.0,6.0,33.0,14.0,61.0,PM10,SEDANG,
2020-05-01,DKI1 (Bunderan HI),47.0,2.0,,38.0,10.0,47.0,PM10,BAIK,
2020-05-02,DKI1 (Bunderan HI),32.0,2.0,12.0,29.0,9.0,32.0,PM10,BAIK,
2020-05-03,DKI1 (Bunderan HI),52.0,5.0,11.0,35.0,9.0,52.0,PM10,SEDANG,
2020-05-04,DKI1 (Bunderan HI),50.0,4.0,4.0,30.0,8.0,50.0,PM10,BAIK,
2020-05-05,DKI1 (Bunderan HI),51.0,7.0,7.0,34.0,9.0,51.0,PM10,SEDANG,
2020-05-06,DKI1 (Bunderan HI),44.0,4.0,4.0,29.0,7.0,44.0,PM10,BAIK,
2020-05-07,DKI1 (Bunderan HI),50.0,4.0,3.0,48.0,9.0,50.0,PM10,BAIK,
2020-05-08,DKI1 (Bunderan HI),60.0,4.0,4.0,60.0,10.0,60.0,PM10,SEDANG,
2020-05-09,DKI1 (Bunderan HI),56.0,4.0,3.0,34.0,12.0,56.0,PM10,SEDANG,
2020-05-10,DKI1 (Bunderan HI),64.0,5.0,3.0,44.0,12.0,64.0,PM10,SEDANG,
2020-05-11,DKI1 (Bunderan HI),44.0,2.0,4.0,47.0,8.0,47.0,O3,BAIK,
2020-05-12,DKI1 (Bunderan HI),47.0,3.0,4.0,62.0,10.0,62.0,O3,SEDANG,
2020-05-13,DKI1 (Bunderan HI),54.0,2.0,3.0,38.0,8.0,54.0,PM10,SEDANG,
2020-05-14,DKI1 (Bunderan HI),56.0,7.0,9.0,42.0,9.0,56.0,PM10,SEDANG,
2020-05-15,DKI1 (Bunderan HI),60.0,7.0,7.0,40.0,9.0,60.0,PM10,SEDANG,
2020-05-16,DKI1 (Bunderan HI),58.0,6.0,8.0,57.0,8.0,58.0,PM10,SEDANG,
2020-05-17,DKI1 (Bunderan HI),60.0,6.0,8.0,83.0,7.0,83.0,O3,SEDANG,
2020-05-18,DKI1 (Bunderan HI),54.0,4.0,6.0,43.0,10.0,54.0,PM10,SEDANG,
2020-05-19,DKI1 (Bunderan HI),30.0,8.0,8.0,59.0,13.0,59.0,O3,SEDANG,
2020-05-20,DKI1 (Bunderan HI),50.0,12.0,10.0,34.0,8.0,50.0,PM10,BAIK,
2020-05-21,DKI1 (Bunderan HI),27.0,7.0,7.0,49.0,9.0,49.0,O3,BAIK,
2020-05-22,DKI1 (Bunderan HI),58.0,8.0,7.0,42.0,8.0,58.0,PM10,SEDANG,
2020-05-23,DKI1 (Bunderan HI),42.0,3.0,10.0,52.0,8.0,52.0,O3,SEDANG,
2020-05-24,DKI1 (Bunderan HI),41.0,3.0,8.0,43.0,5.0,43.0,O3,BAIK,
2020-05-25,DKI1 (Bunderan HI),26.0,2.0,4.0,27.0,5.0,27.0,O3,BAIK,
2020-05-26,DKI1 (Bunderan HI),32.0,4.0,5.0,29.0,8.0,32.0,PM10,BAIK,
2020-05-27,DKI1 (Bunderan HI),22.0,4.0,4.0,65.0,8.0,65.0,O3,SEDANG,
2020-05-28,DKI1 (Bunderan HI),44.0,5.0,6.0,90.0,16.0,90.0,O3,SEDANG,
2020-05-29,DKI1 (Bunderan HI),58.0,8.0,6.0,74.0,12.0,74.0,O3,SEDANG,
2020-05-30,DKI1 (Bunderan HI),52.0,16.0,7.0,41.0,10.0,52.0,PM10,SEDANG,
2020-05-31,DKI1 (Bunderan HI),48.0,14.0,7.0,46.0,9.0,48.0,PM10,BAIK,
2020-06-01,DKI1 (Bunderan HI),50.0,14.0,10.0,45.0,9.0,50.0,PM10,BAIK,
2020-06-02,DKI1 (Bunderan HI),44.0,14.0,7.0,37.0,8.0,44.0,PM10,BAIK,
2020-06-03,DKI1 (Bunderan HI),41.0,14.0,4.0,31.0,8.0,41.0,PM10,BAIK,
2020-06-04,DKI1 (Bunderan HI),45.0,18.0,4.0,28.0,8.0,45.0,PM10,BAIK,
2020-06-05,DKI1 (Bunderan HI),56.0,18.0,6.0,60.0,12.0,60.0,O3,SEDANG,
2020-06-06,DKI1 (Bunderan HI),69.0,18.0,7.0,74.0,13.0,74.0,O3,SEDANG,
2020-06-07,DKI1 (Bunderan HI),55.0,16.0,5.0,65.0,9.0,65.0,O3,SEDANG,
2020-06-08,DKI1 (Bunderan HI),59.0,15.0,5.0,33.0,10.0,59.0,PM10,SEDANG,
2020-06-09,DKI1 (Bunderan HI),58.0,14.0,6.0,41.0,12.0,58.0,PM10,SEDANG,
2020-06-10,DKI1 (Bunderan HI),67.0,16.0,10.0,34.0,10.0,67.0,PM10,SEDANG,
2020-06-11,DKI1 (Bunderan HI),63.0,16.0,6.0,40.0,10.0,63.0,PM10,SEDANG,
2020-06-12,DKI1 (Bunderan HI),49.0,15.0,6.0,58.0,13.0,58.0,O3,SEDANG,
2020-06-13,DKI1 (Bunderan HI),60.0,16.0,6.0,61.0,10.0,61.0,O3,SEDANG,
2020-06-14,DKI1 (Bunderan HI),60.0,15.0,6.0,61.0,12.0,61.0,O3,SEDANG,
2020-06-15,DKI1 (Bunderan HI),70.0,13.0,8.0,54.0,13.0,70.0,PM10,SEDANG,
2020-06-16,DKI1 (Bunderan HI),67.0,16.0,8.0,35.0,11.0,67.0,PM10,SEDANG,
2020-06-17,DKI1 (Bunderan HI),56.0,15.0,5.0,49.0,8.0,56.0,PM10,SEDANG,
2020-06-18,DKI1 (Bunderan HI),60.0,17.0,6.0,56.0,9.0,60.0,PM10,SEDANG,
2020-06-19,DKI1 (Bunderan HI),57.0,15.0,6.0,47.0,11.0,57.0,PM10,SEDANG,
2020-06-20,DKI1 (Bunderan HI),61.0,17.0,12.0,67.0,17.0,67.0,O3,SEDANG,
2020-06-21,DKI1 (Bunderan HI),63.0,16.0,6.0,61.0,10.0,63.0,PM10,SEDANG,
2020-06-22,DKI1 (Bunderan HI),67.0,20.0,6.0,34.0,11.0,67.0,PM10,SEDANG,
2020-06-23,DKI1 (Bunderan HI),53.0,18.0,7.0,41.0,15.0,53.0,PM10,SEDANG,
2020-06-24,DKI1 (Bunderan HI),53.0,15.0,7.0,77.0,11.0,77.0,O3,SEDANG,
2020-06-25,DKI1 (Bunderan HI),76.0,19.0,13.0,64.0,23.0,76.0,PM10,SEDANG,
2020-06-26,DKI1 (Bunderan HI),70.0,18.0,10.0,61.0,19.0,70.0,PM10,SEDANG,
2020-06-27,DKI1 (Bunderan HI),65.0,20.0,6.0,42.0,14.0,65.0,PM10,SEDANG,
2020-06-28,DKI1 (Bunderan HI),72.0,21.0,6.0,47.0,11.0,72.0,PM10,SEDANG,
2020-06-29,DKI1 (Bunderan HI),68.0,20.0,5.0,57.0,11.0,68.0,PM10,SEDANG,
2020-06-30,DKI1 (Bunderan HI),75.0,20.0,6.0,53.0,15.0,75.0,PM10,SEDANG,
2020-07-01,DKI1 (Bunderan HI),69.0,18.0,6.0,65.0,11.0,69.0,PM10,SEDANG,
2020-07-02,DKI1 (Bunderan HI),68.0,17.0,7.0,47.0,11.0,68.0,PM10,SEDANG,
2020-07-03,DKI1 (Bunderan HI),54.0,18.0,7.0,32.0,9.0,54.0,PM10,SEDANG,
2020-07-04,DKI1 (Bunderan HI),70.0,18.0,8.0,43.0,12.0,70.0,PM10,SEDANG,
2020-07-05,DKI1 (Bunderan HI),63.0,20.0,5.0,40.0,9.0,63.0,PM10,SEDANG,
2020-07-06,DKI1 (Bunderan HI),58.0,21.0,7.0,39.0,12.0,58.0,PM10,SEDANG,
2020-07-07,DKI1 (Bunderan HI),53.0,22.0,6.0,33.0,12.0,53.0,PM10,SEDANG,
2020-07-08,DKI1 (Bunderan HI),60.0,20.0,6.0,59.0,15.0,60.0,PM10,SEDANG,
2020-07-09,DKI1 (Bunderan HI),54.0,16.0,8.0,67.0,12.0,67.0,O3,SEDANG,
2020-07-10,DKI1 (Bunderan HI),62.0,19.0,8.0,80.0,17.0,80.0,O3,SEDANG,
2020-07-11,DKI1 (Bunderan HI),73.0,17.0,9.0,47.0,16.0,73.0,PM10,SEDANG,
2020-07-12,DKI1 (Bunderan HI),62.0,17.0,6.0,60.0,9.0,62.0,PM10,SEDANG,
2020-07-13,DKI1 (Bunderan HI),61.0,19.0,5.0,44.0,10.0,61.0,PM10,SEDANG,
2020-07-14,DKI1 (Bunderan HI),64.0,21.0,6.0,55.0,16.0,64.0,PM10,SEDANG,
2020-07-15,DKI1 (Bunderan HI),57.0,16.0,6.0,31.0,12.0,57.0,PM10,SEDANG,
2020-07-16,DKI1 (Bunderan HI),48.0,19.0,5.0,24.0,11.0,48.0,PM10,BAIK,
2020-07-17,DKI1 (Bunderan HI),56.0,24.0,7.0,39.0,10.0,56.0,PM10,SEDANG,
2020-07-18,DKI1 (Bunderan HI),55.0,21.0,7.0,54.0,15.0,55.0,PM10,SEDANG,
2020-07-19,DKI1 (Bunderan HI),68.0,17.0,6.0,66.0,10.0,68.0,PM10,SEDANG,
2020-07-20,DKI1 (Bunderan HI),66.0,16.0,8.0,77.0,12.0,77.0,O3,SEDANG,
2020-07-21,DKI1 (Bunderan HI),59.0,19.0,8.0,58.0,12.0,59.0,PM10,SEDANG,
2020-07-22,DKI1 (Bunderan HI),56.0,16.0,6.0,49.0,15.0,56.0,PM10,SEDANG,
2020-07-23,DKI1 (Bunderan HI),62.0,16.0,7.0,85.0,11.0,85.0,O3,SEDANG,
2020-07-24,DKI1 (Bunderan HI),60.0,18.0,7.0,56.0,13.0,60.0,PM10,SEDANG,
2020-07-25,DKI1 (Bunderan HI),64.0,18.0,7.0,60.0,11.0,64.0,PM10,SEDANG,
2020-07-26,DKI1 (Bunderan HI),59.0,19.0,5.0,45.0,10.0,59.0,PM10,SEDANG,
2020-07-27,DKI1 (Bunderan HI),58.0,21.0,6.0,56.0,11.0,58.0,PM10,SEDANG,
2020-07-28,DKI1 (Bunderan HI),68.0,20.0,7.0,89.0,14.0,89.0,O3,SEDANG,
2020-07-29,DKI1 (Bunderan HI),66.0,19.0,7.0,107.0,14.0,107.0,O3,TIDAK SEHAT,
2020-07-30,DKI1 (Bunderan HI),68.0,17.0,7.0,104.0,12.0,104.0,O3,TIDAK SEHAT,
2020-07-31,DKI1 (Bunderan HI),56.0,19.0,7.0,62.0,14.0,62.0,O3,SEDANG,
2020-08-01,DKI1 (Bunderan HI),65.0,18.0,7.0,84.0,13.0,84.0,O3,SEDANG,
2020-08-02,DKI1 (Bunderan HI),75.0,17.0,11.0,77.0,15.0,77.0,O3,SEDANG,
2020-08-03,DKI1 (Bunderan HI),71.0,18.0,9.0,65.0,11.0,71.0,PM10,SEDANG,
2020-08-04,DKI1 (Bunderan HI),61.0,19.0,5.0,61.0,11.0,61.0,PM10,SEDANG,
2020-08-05,DKI1 (Bunderan HI),67.0,20.0,7.0,70.0,12.0,70.0,O3,SEDANG,
2020-08-06,DKI1 (Bunderan HI),70.0,23.0,6.0,55.0,16.0,70.0,PM10,SEDANG,
2020-08-07,DKI1 (Bunderan HI),65.0,19.0,6.0,72.0,12.0,72.0,O3,SEDANG,
2020-08-08,DKI1 (Bunderan HI),64.0,18.0,6.0,58.0,14.0,64.0,PM10,SEDANG,
2020-08-09,DKI1 (Bunderan HI),54.0,15.0,6.0,65.0,12.0,65.0,O3,SEDANG,
2020-08-10,DKI1 (Bunderan HI),58.0,18.0,5.0,47.0,11.0,58.0,PM10,SEDANG,
2020-08-11,DKI1 (Bunderan HI),60.0,20.0,5.0,34.0,10.0,60.0,PM10,SEDANG,
2020-08-12,DKI1 (Bunderan HI),68.0,19.0,14.0,49.0,17.0,68.0,PM10,SEDANG,
2020-08-13,DKI1 (Bunderan HI),53.0,16.0,7.0,41.0,12.0,53.0,PM10,SEDANG,
2020-08-14,DKI1 (Bunderan HI),40.0,16.0,8.0,43.0,16.0,43.0,O3,BAIK,
2020-08-15,DKI1 (Bunderan HI),58.0,18.0,10.0,29.0,12.0,58.0,PM10,SEDANG,
2020-08-16,DKI1 (Bunderan HI),50.0,19.0,4.0,44.0,10.0,50.0,PM10,BAIK,
2020-08-17,DKI1 (Bunderan HI),52.0,16.0,7.0,52.0,10.0,52.0,PM10,SEDANG,
2020-08-18,DKI1 (Bunderan HI),52.0,17.0,10.0,66.0,13.0,66.0,O3,SEDANG,
2020-08-19,DKI1 (Bunderan HI),65.0,18.0,15.0,39.0,18.0,65.0,PM10,SEDANG,
2020-08-20,DKI1 (Bunderan HI),54.0,17.0,6.0,40.0,13.0,54.0,PM10,SEDANG,
2020-08-21,DKI1 (Bunderan HI),46.0,18.0,3.0,41.0,9.0,46.0,PM10,BAIK,
2020-08-22,DKI1 (Bunderan HI),58.0,21.0,5.0,42.0,11.0,58.0,PM10,SEDANG,
2020-08-23,DKI1 (Bunderan HI),63.0,22.0,7.0,53.0,13.0,63.0,PM10,SEDANG,
2020-08-24,DKI1 (Bunderan HI),55.0,18.0,5.0,44.0,11.0,55.0,PM10,SEDANG,
2020-08-25,DKI1 (Bunderan HI),57.0,20.0,7.0,53.0,14.0,57.0,PM10,SEDANG,
2020-08-26,DKI1 (Bunderan HI),52.0,20.0,5.0,66.0,11.0,66.0,O3,SEDANG,
2020-08-27,DKI1 (Bunderan HI),55.0,18.0,5.0,52.0,11.0,55.0,PM10,SEDANG,
2020-08-28,DKI1 (Bunderan HI),57.0,19.0,5.0,48.0,16.0,57.0,PM10,SEDANG,
2020-08-29,DKI1 (Bunderan HI),59.0,20.0,4.0,54.0,8.0,59.0,PM10,SEDANG,
2020-08-30,DKI1 (Bunderan HI),56.0,19.0,4.0,58.0,6.0,58.0,O3,SEDANG,
2020-08-31,DKI1 (Bunderan HI),57.0,20.0,6.0,68.0,14.0,68.0,O3,SEDANG,
2020-09-01,DKI1 (Bunderan HI),63.0,20.0,6.0,60.0,11.0,84.0,PM25,SEDANG,
2020-09-02,DKI1 (Bunderan HI),57.0,18.0,6.0,81.0,13.0,85.0,PM25,SEDANG,
2020-09-03,DKI1 (Bunderan HI),58.0,18.0,8.0,65.0,13.0,85.0,PM25,SEDANG,
2020-09-04,DKI1 (Bunderan HI),48.0,19.0,5.0,44.0,9.0,64.0,PM25,SEDANG,
2020-09-05,DKI1 (Bunderan HI),50.0,17.0,5.0,88.0,12.0,88.0,O3,SEDANG,
2020-09-06,DKI1 (Bunderan HI),59.0,17.0,7.0,84.0,12.0,92.0,PM25,SEDANG,
2020-09-07,DKI1 (Bunderan HI),,23.0,6.0,64.0,12.0,89.0,PM25,SEDANG,
2020-09-08,DKI1 (Bunderan HI),58.0,22.0,5.0,47.0,12.0,81.0,PM25,SEDANG,
2020-09-09,DKI1 (Bunderan HI),56.0,22.0,4.0,39.0,9.0,80.0,PM25,SEDANG,
2020-09-10,DKI1 (Bunderan HI),56.0,18.0,6.0,78.0,13.0,80.0,PM25,SEDANG,
2020-09-11,DKI1 (Bunderan HI),68.0,18.0,7.0,70.0,22.0,97.0,PM25,SEDANG,
2020-09-12,DKI1 (Bunderan HI),59.0,18.0,7.0,99.0,18.0,99.0,O3,SEDANG,
2020-09-13,DKI1 (Bunderan HI),60.0,18.0,7.0,86.0,11.0,86.0,O3,SEDANG,
2020-09-14,DKI1 (Bunderan HI),57.0,18.0,6.0,58.0,11.0,86.0,PM25,SEDANG,
2020-09-15,DKI1 (Bunderan HI),55.0,16.0,6.0,69.0,12.0,76.0,PM25,SEDANG,
2020-09-16,DKI1 (Bunderan HI),57.0,16.0,7.0,59.0,14.0,77.0,PM25,SEDANG,
2020-09-17,DKI1 (Bunderan HI),45.0,18.0,4.0,49.0,10.0,68.0,PM25,SEDANG,
2020-09-18,DKI1 (Bunderan HI),52.0,19.0,4.0,42.0,10.0,71.0,PM25,SEDANG,
2020-09-19,DKI1 (Bunderan HI),60.0,22.0,5.0,68.0,11.0,86.0,PM25,SEDANG,
2020-09-20,DKI1 (Bunderan HI),44.0,19.0,3.0,35.0,6.0,56.0,PM25,SEDANG,
2020-09-21,DKI1 (Bunderan HI),46.0,18.0,8.0,64.0,9.0,64.0,O3,SEDANG,
2020-09-22,DKI1 (Bunderan HI),37.0,15.0,6.0,82.0,11.0,82.0,O3,SEDANG,
2020-09-23,DKI1 (Bunderan HI),54.0,20.0,7.0,78.0,12.0,78.0,O3,SEDANG,
2020-09-24,DKI1 (Bunderan HI),57.0,17.0,6.0,82.0,14.0,82.0,O3,SEDANG,
2020-09-25,DKI1 (Bunderan HI),62.0,19.0,6.0,65.0,11.0,91.0,PM25,SEDANG,
2020-09-26,DKI1 (Bunderan HI),69.0,19.0,10.0,91.0,14.0,103.0,PM25,TIDAK SEHAT,
2020-09-27,DKI1 (Bunderan HI),61.0,17.0,11.0,77.0,13.0,87.0,PM25,SEDANG,
2020-09-28,DKI1 (Bunderan HI),42.0,16.0,5.0,70.0,10.0,70.0,O3,SEDANG,
2020-09-29,DKI1 (Bunderan HI),52.0,19.0,6.0,66.0,11.0,72.0,PM25,SEDANG,
2020-09-30,DKI1 (Bunderan HI),55.0,19.0,6.0,47.0,11.0,76.0,PM25,SEDANG,
2020-10-01,DKI1 (Bunderan HI),50.0,19.0,4.0,50.0,10.0,72.0,PM25,SEDANG,
2020-10-02,DKI1 (Bunderan HI),53.0,22.0,6.0,69.0,12.0,69.0,O3,SEDANG,
2020-10-03,DKI1 (Bunderan HI),50.0,17.0,9.0,71.0,14.0,71.0,O3,SEDANG,
2020-10-04,DKI1 (Bunderan HI),53.0,18.0,8.0,75.0,16.0,75.0,PM25,SEDANG,
2020-10-05,DKI1 (Bunderan HI),40.0,16.0,5.0,95.0,10.0,95.0,O3,SEDANG,
2020-10-06,DKI1 (Bunderan HI),42.0,17.0,5.0,70.0,11.0,70.0,O3,SEDANG,
2020-10-07,DKI1 (Bunderan HI),52.0,20.0,5.0,68.0,13.0,68.0,O3,SEDANG,
2020-10-08,DKI1 (Bunderan HI),46.0,20.0,5.0,83.0,11.0,83.0,O3,SEDANG,
2020-10-09,DKI1 (Bunderan HI),60.0,18.0,7.0,87.0,14.0,99.0,PM25,SEDANG,
2020-10-10,DKI1 (Bunderan HI),53.0,17.0,7.0,60.0,11.0,74.0,PM25,SEDANG,
2020-10-11,DKI1 (Bunderan HI),44.0,18.0,6.0,74.0,11.0,74.0,O3,SEDANG,
2020-10-12,DKI1 (Bunderan HI),57.0,19.0,7.0,86.0,16.0,86.0,O3,SEDANG,
2020-10-13,DKI1 (Bunderan HI),61.0,21.0,9.0,75.0,11.0,91.0,PM25,SEDANG,
2020-10-14,DKI1 (Bunderan HI),63.0,18.0,8.0,63.0,20.0,93.0,PM25,SEDANG,
2020-10-15,DKI1 (Bunderan HI),60.0,20.0,7.0,70.0,17.0,91.0,PM25,SEDANG,
2020-10-16,DKI1 (Bunderan HI),56.0,19.0,7.0,76.0,20.0,80.0,PM25,SEDANG,
2020-10-17,DKI1 (Bunderan HI),51.0,17.0,9.0,61.0,22.0,70.0,PM25,SEDANG,
2020-10-18,DKI1 (Bunderan HI),50.0,16.0,7.0,51.0,14.0,72.0,PM25,SEDANG,
2020-10-19,DKI1 (Bunderan HI),54.0,16.0,7.0,60.0,11.0,76.0,PM25,SEDANG,
2020-10-20,DKI1 (Bunderan HI),54.0,18.0,11.0,43.0,15.0,83.0,PM25,SEDANG,
2020-10-21,DKI1 (Bunderan HI),57.0,18.0,11.0,71.0,15.0,78.0,PM25,SEDANG,
2020-10-22,DKI1 (Bunderan HI),48.0,17.0,10.0,44.0,13.0,61.0,PM25,SEDANG,
2020-10-23,DKI1 (Bunderan HI),26.0,15.0,3.0,23.0,7.0,36.0,PM25,BAIK,
2020-10-24,DKI1 (Bunderan HI),47.0,23.0,6.0,61.0,11.0,69.0,PM25,SEDANG,
2020-10-25,DKI1 (Bunderan HI),39.0,17.0,7.0,48.0,11.0,61.0,PM25,SEDANG,
2020-10-26,DKI1 (Bunderan HI),41.0,18.0,8.0,77.0,20.0,77.0,O3,SEDANG,
2020-10-27,DKI1 (Bunderan HI),40.0,16.0,9.0,77.0,15.0,77.0,O3,SEDANG,
2020-10-28,DKI1 (Bunderan HI),55.0,18.0,18.0,60.0,16.0,75.0,PM25,SEDANG,
2020-10-29,DKI1 (Bunderan HI),51.0,17.0,7.0,40.0,14.0,70.0,PM25,SEDANG,
2020-10-30,DKI1 (Bunderan HI),52.0,18.0,5.0,35.0,9.0,73.0,PM25,SEDANG,
2020-10-31,DKI1 (Bunderan HI),35.0,20.0,3.0,48.0,8.0,54.0,PM25,SEDANG,
2020-11-01,DKI1 (Bunderan HI),49.0,67.0,18.0,10.0,40.0,11.0,PM25,SEDANG,
2020-11-02,DKI1 (Bunderan HI),23.0,27.0,15.0,3.0,32.0,5.0,O3,BAIK,
2020-11-03,DKI1 (Bunderan HI),43.0,64.0,19.0,6.0,53.0,10.0,PM25,SEDANG,
2020-11-04,DKI1 (Bunderan HI),42.0,62.0,20.0,5.0,59.0,12.0,PM25,SEDANG,
2020-11-05,DKI1 (Bunderan HI),51.0,70.0,17.0,11.0,50.0,19.0,PM25,SEDANG,
2020-11-06,DKI1 (Bunderan HI),79.0,106.0,23.0,13.0,49.0,20.0,PM25,TIDAK SEHAT,
2020-11-07,DKI1 (Bunderan HI),61.0,85.0,19.0,14.0,45.0,25.0,PM25,SEDANG,
2020-11-08,DKI1 (Bunderan HI),60.0,85.0,16.0,17.0,57.0,14.0,PM25,SEDANG,
2020-11-09,DKI1 (Bunderan HI),62.0,95.0,20.0,13.0,57.0,18.0,PM25,SEDANG,
2020-11-10,DKI1 (Bunderan HI),62.0,92.0,18.0,8.0,53.0,16.0,PM25,SEDANG,
2020-11-11,DKI1 (Bunderan HI),61.0,97.0,20.0,10.0,62.0,20.0,PM25,SEDANG,
2020-11-12,DKI1 (Bunderan HI),53.0,80.0,20.0,6.0,49.0,23.0,PM25,SEDANG,
2020-11-13,DKI1 (Bunderan HI),53.0,68.0,20.0,5.0,34.0,14.0,PM25,SEDANG,
2020-11-14,DKI1 (Bunderan HI),54.0,78.0,20.0,7.0,79.0,12.0,O3,SEDANG,
2020-11-15,DKI1 (Bunderan HI),52.0,73.0,21.0,6.0,41.0,12.0,PM25,SEDANG,
2020-11-16,DKI1 (Bunderan HI),51.0,70.0,20.0,5.0,42.0,11.0,PM25,SEDANG,
2020-11-17,DKI1 (Bunderan HI),57.0,84.0,18.0,7.0,60.0,13.0,PM25,SEDANG,
2020-11-18,DKI1 (Bunderan HI),57.0,79.0,18.0,9.0,71.0,20.0,PM25,SEDANG,
2020-11-19,DKI1 (Bunderan HI),58.0,84.0,18.0,13.0,64.0,20.0,PM25,SEDANG,
2020-11-20,DKI1 (Bunderan HI),53.0,68.0,20.0,5.0,34.0,10.0,PM25,SEDANG,
2020-11-21,DKI1 (Bunderan HI),54.0,82.0,18.0,15.0,48.0,13.0,PM25,SEDANG,
2020-11-22,DKI1 (Bunderan HI),51.0,69.0,18.0,15.0,45.0,14.0,PM25,SEDANG,
2020-11-23,DKI1 (Bunderan HI),62.0,93.0,20.0,11.0,51.0,17.0,PM25,SEDANG,
2020-11-24,DKI1 (Bunderan HI),44.0,56.0,19.0,8.0,53.0,13.0,PM25,SEDANG,
2020-11-25,DKI1 (Bunderan HI),39.0,63.0,19.0,8.0,48.0,14.0,PM25,SEDANG,
2020-11-26,DKI1 (Bunderan HI),47.0,69.0,21.0,9.0,55.0,14.0,PM25,SEDANG,
2020-11-27,DKI1 (Bunderan HI),44.0,59.0,20.0,8.0,41.0,17.0,PM25,SEDANG,
2020-11-28,DKI1 (Bunderan HI),46.0,66.0,18.0,7.0,65.0,14.0,PM25,SEDANG,
2020-11-29,DKI1 (Bunderan HI),37.0,56.0,17.0,7.0,24.0,9.0,PM25,SEDANG,
2020-11-30,DKI1 (Bunderan HI),18.0,21.0,16.0,4.0,27.0,5.0,O3,BAIK,
2020-12-01,DKI1 (Bunderan HI),22.0,17.0,4.0,19.0,8.0,26.0,PM25,BAIK,
2020-12-02,DKI1 (Bunderan HI),25.0,18.0,4.0,28.0,7.0,48.0,PM25,BAIK,
2020-12-03,DKI1 (Bunderan HI),29.0,19.0,8.0,48.0,14.0,48.0,O3,BAIK,
2020-12-04,DKI1 (Bunderan HI),39.0,29.0,8.0,52.0,17.0,58.0,PM25,SEDANG,
2020-12-05,DKI1 (Bunderan HI),28.0,22.0,7.0,34.0,11.0,34.0,O3,BAIK,
